instructions,ingredients,title
"Watch how to make this recipe.
To prepare the Moroccan Spice Mix for the Chicken: Combine the cinnamon stick, cloves, cayenne, cumin, fennel, coriander, and paprika in a dry skillet over low heat and toast for just a minute to release the fragrant oils; shake the pan so they don't scorch. In a spice mill or clean coffee grinder, grind the toasted spices together, with 1 1/2 teaspoons of kosher salt and the brown sugar. (A word of advice: make sure you thoroughly wipe out your coffee grinder before you make coffee again - Moroccan spices taste great on chicken but horrible with coffee.)
Preheat the oven to 400 degrees F.
Rinse the chicken with cool water, inside and out, then pat it dry with paper towels. Massage the chicken skin with the spice rub; make sure you don't miss a spot. Season the inside of the chicken generously with salt and pepper. Stuff the lemons halves, cilantro, and garlic in the cavity and place the chicken in a roasting pan fitted with a rack. Fold the wing tips under the bird and tie the legs together with kitchen string. Drizzle the oil all over the chicken. If you have time, let the chicken marinate for 30 minutes to really get the flavors down deep into the meat. Roast the chicken for 1 hour; pop an instant-read thermometer into the thickest part of the thigh; if it reads 160 degrees F, it's done. Allow the chicken to rest for 10 minutes so the juices can settle back into the meat. Remove and discard the skin from the chicken. Pull the chicken from the bone and shred the meat, with your fingers or 2 forks. Put the shredded chicken in a large bowl and squeeze the lemon halves that have cooked inside the bird over the meat to moisten.
To prepare the Apricot Couscous: Put the couscous in a medium bowl; pour the water over it, stir with a fork to combine. Cover and let sit for 10 to 15 minutes, then uncover and fluff with a fork. Put the apricots, almonds, green onions, mint, and cilantro on a cutting board and coarsely chop everything up; add this to the couscous. Add lemon juice, drizzle with olive oil, and season with salt and pepper. Toss gently to combine.
To prepare the Green Olive Sauce: In a small skillet, heat 2 tablespoons of olive oil. Saute the shallots and chile over low heat for 8 minutes until caramelized, then scrape into a food processor. Add the olives, parsley, vinegar, lemon juice, and 1/2 cup of oil; puree a good 3 minutes until totally smooth.
To put the whole thing together: put the shredded chicken and couscous on the lavosh bread, add a few spoonfuls of the olive sauce, and roll the sandwich up. Wrap in foil and take the sandwich to a picnic, if desired.","['1 cinnamon stick, chopped in pieces', '8 whole cloves', '1 teaspoon cayenne', '2 teaspoons cumin seed', '1 teaspoon fennel seed', '1 teaspoon coriander seed', '1 tablespoon sweet paprika', '11/2 teaspoons kosher salt', '1 teaspoon brown sugar', '1 (31/2 pound) whole free range chicken', 'Kosher salt and freshly ground black pepper', '1 lemon, halved', '1/4 bunch fresh cilantro', '1 head garlic', '3 tablespoons extra-virgin olive oil', '1 cup couscous', '11/2 cups warm water', '10 dried apricots', '1/4 cup whole almonds, toasted', '2 green onions, green parts only', '2 handfuls fresh mint leaves', '2 handfuls fresh cilantro leaves', '1/2 lemon, juiced', '2 tablespoons extra-virgin olive oil', 'Kosher salt and freshly ground black pepper', '1/2 cup extra-virgin olive oil, plus 2 tablespoons', '2 shallots, sliced', '1 fresh red chile, halved lengthwise', '1/2 pound large green Spanish olives, pitted', '1/4 bunch fresh flat-leaf parsley leaves', '2 tablespoons sherry vinegar', '1/2 lemon, juiced', '4 pieces lavosh bread, cut in 1/2']",Moroccan Chicken with Apricot Couscous and Green Olive Sauce in Flat Bread
"Watch how to make this recipe.
Special equipment: two 8-by-8-inch baking dishes
Add 1 cup of the flour to each baking dish. Set one aside for your dredging station. In the other add the spice blend, lemon zest and a nice pinch of salt, and whisk. Slowly stir in the beer until the batter thickens to a pancake consistency. If there is a sip of beer leftover, don't waste it, drink it! Rest the batter for 5 minutes.
Fill a large pot 3- to 4-inches deep with oil and heat until a deep-fry thermometer reaches 350 degrees F. To fry, first dredge the asparagus in the flour, then shake off lightly and run through the batter. Immediately and gently lower the asparagus into the oil. Fry until the batter is golden brown, about 5 minutes. Cook in batches to avoid overloading the pot, which reduces the overall temperature of the oil. Remove to a paper-towel-lined plate and sprinkle with salt. Repeat for the remaining asparagus. Serve warm with the chilled Moroccan Spice Dip.
In a medium bowl stir together the mayonnaise, onion pulp, parsley, sour cream, lemon juice and spice blend. Taste the dip and season with a pinch of salt, if needed. Refrigerate until ready to serve.","['2 cups flour', '1 tablespoon Moroccan spice blend', 'Zest of 1 lemon', 'Kosher salt', '12 ounces beer', '1 bunch thin asparagus', 'Vegetable or peanut oil, for frying', 'Chilled Moroccan Spice Dip, recipe follows', '1/2 cup mayonnaise', '1/4 cup grated onion pulp, made with the biggest side of box grater', '1/4 cup loosely packed chopped fresh parsley', '2 tablespoons sour cream', '2 tablespoons fresh lemon juice', '2 teaspoons Moroccan spice blend', 'Kosher salt']",Sunny's Beer Battered Moroccan Asparagus with Dip
"Heat olive oil in Dutch oven over medium heat. Add onions and cook, stirring, 10 minutes until softened and beginning to color. Add garlic and cook one minute to release its aroma. Add celery and cook 2 minutes until softened. Add 1 teaspoon of salt, the pepper and the turmeric, cumin, ginger, cinnamon, saffron, and bay leaf and cook 2 to 3 minutes to develop the flavor of the spices. Add tomato paste, potatoes, lentils and water and cook 45 minutes; the lentils and potatoes should be quite tender. Stir in remaining 1 teaspoon salt, wheat berries and tomatoes and heat through. Taste and adjust seasoning. Serve garnished with cilantro.
Preheat oven to 350 degrees. Lightly brush oil or butter on both sides of bread slices. Arrange bread in a single layer on a cookie sheet and bake 10 minutes. Remove from oven and cool croutons on a wire rack.","['1 tablespoon olive oil', '2 medium yellow onions, chopped', '4 garlic cloves, minced or pureed', '4 stalks of celery, washed and sliced crosswise 1/2-inch thick', '2 teaspoons salt', '1 teaspoon freshly ground black pepper', '1 teaspoon ground turmeric', '1 teaspoon ground cumin', '1/4 teaspoon ground ginger', '1 teaspoon ground cinnamon', '1 generous pinch saffron', '1 bay leaf', '1 tablespoon tomato paste', '1 large or 2 medium Yukon Gold potatoes, peeled and diced', '1 pound red lentils', '2 quarts water', '1 cup cooked wheat berries', '6 Italian Roma tomatoes, cored and diced', '1/2 bunch cilantro, washed, leaves sliced thin crosswise', '1 loaf long skinny bread, sliced on the diagonal 3/4-inch thick', '2 to 3 tablespoons olive oil or softened butter']",Moroccan Spiced Red Lentil Soup
"Make the pesto:
Combine the cilantro, parsley leaves, almonds and garlic in a food processor; pulse until coarsely chopped. Add the olive oil and 1/2 teaspoon salt; process until smooth.
Prepare the vegetables for the couscous: Heat a wide heavy-bottomed pot over medium heat. Add 3 tablespoons butter and 1 teaspoon salt; cook until the butter begins to brown. Add the onion. Tie the reserved parsley stems and cinnamon stick together with twine; add to the pot. Cook, stirring occasionally, until the onion is lightly browned, about 5 minutes. Add the tomatoes, 1 cup water, carrots, zucchini and/or Swiss chard, raisins, 1 1/2 teaspoons salt, and pepper to taste. Cook, stirring occasionally, until the vegetables are crisp-tender, about 15 minutes. Remove the parsley and cinnamon.
Meanwhile, cook the couscous as the label directs. Add the remaining 1 tablespoon butter, season with salt and pepper and fluff with a fork. Top the couscous with the vegetables and pesto.
Photograph by Antonis Achilleos","['1 cup fresh cilantro (leaves and some stems)', '1/2 cup fresh parsley (stems reserved for couscous)', '2 tablespoons whole almonds', '1/2 clove garlic', '1/4 cup extra-virgin olive oil', 'Kosher salt', '4 tablespoons unsalted butter', 'Kosher salt', '1 onion, cut into 8 wedges', '1 cinnamon stick', '1 14 -ounce can peeled tomatoes, halved', '2 small carrots, cut into chunks', '1 zucchini and/or 1 bunch Swiss chard, chopped', '1/3 cup raisins', 'Freshly ground pepper', '1 1/2 cups whole-wheat couscous']",Vegetable Couscous with Moroccan Pesto
"Arrange onion wedges and parsnips in bottom of slow cooker. Season beef all over with salt and black pepper. In a small bowl, combine coriander, cumin, cinnamon, garlic powder, and nutmeg. Rub spice mixture all over beef. Arrange beef over onions and parsnips in slow cooker. Arrange apricots around beef.
In a small bowl, whisk together wine, broth and honey. Pour mixture over beef and vegetables. Cover and cook on LOW for 6 to 8 hours or HIGH for 3 to 4 hours.
Cook couscous according to package directions. Serve beef, vegetables and apricots over couscous. Pour over extra sauce from slow cooker and top with cilantro.","['1 large red onion, sliced into thin wedges', '2 parsnips, chopped', '2 pound boneless beef brisket', 'Salt and freshly ground black pepper', '2 teaspoons ground coriander', '2 teaspoons ground cumin', '1/2 teaspoon ground cinnamon', '1/2 teaspoon garlic powder', 'Pinch nutmeg', '1 cup whole dried apricots', '1 cup dry red wine', '1/2 cup reduced-sodium beef broth', '2 tablespoons honey', '1 cup couscous', '1/4 cup chopped fresh cilantro leaves']",Slow Cooker Moroccan Brisket with Red Onions and Apricot Couscous
"Place the garlic, mint, turmeric, coriander, cumin, lemon zest, and 2 1/2 teaspoons salt in the bowl of a food processor fitted with the steel blade and process until finely ground. Add the olive oil and pulse to combine.
Place the chops in one or two non-metal dishes large enough to hold them in one layer. Spread the garlic and herb mixture evenly on both sides. In a small bowl, whisk together the yogurt, Sriracha, and lemon juice, and spread it evenly on the lamb chops. Cover, refrigerate, and allow to marinate for 6 to 24 hours.
Prepare a charcoal grill with hot coals and oil the cooking grate. Sprinkle the lamb with salt and grill 5 to 6 inches above the coals, first with the yogurt side up (marinade and all) for 4 to 5 minutes, then turn and grill for 3 to 4 minutes, until medium rare. Transfer to a clean plate, cover the plate tightly with aluminum foil, and allow to rest for 10 minutes. Sprinkle with salt and serve hot with the couscous.
Heat the oil and butter in a large saucepan over medium heat. Add the onion and cook over medium-low heat for 6 to 8 minutes, stirring occasionally, until tender but not browned. Add the stock and bring to a boil. Stir in the couscous, 1 teaspoon salt, and 1/2 teaspoon pepper and remove from the heat. Cover the pot tightly and allow the couscous to steam for 10 minutes. Fluff the couscous with a fork and stir in the mint and pine nuts. Taste for seasonings and add about 1 teaspoon salt, depending on the saltiness of the stock, and 1/2 teaspoon pepper. Serve hot.","['6 large garlic cloves', '1/3 cup julienned fresh mint leaves', '1 1/2 tablespoons ground turmeric', '1 tablespoon whole coriander seeds', '1 tablespoon ground cumin', '1 tablespoon grated lemon zest (2 lemons)', 'Kosher salt', '5 tablespoons good olive oil, plus extra for the grill', '3 racks of lamb (6 to 7 ribs each), cut into chops', '1 1/2 cups plain whole-milk Greek yogurt (12 ounces)', '1 1/2 teaspoons Sriracha', '3 tablespoons freshly squeezed lemon juice', 'Couscous with Pine Nuts and Mint, for serving, recipe follows', '2 tablespoons good olive oil', '1 tablespoon unsalted butter', '1 cup chopped yellow onion', '3 cups chicken stock, preferably homemade', '1 1/2 cups couscous', 'Kosher salt and freshly ground black pepper', '1/2 cup julienned fresh mint leaves, loosely packed', '1/3 cup pine nuts, toasted']",Moroccan Grilled Lamb Chops
"1. Using a mandoline slicer or very sharp knife, very thinly slice the carrots on the diagonal about 1/16 inch thick and put them in a bowl.
2. Put the cumin, paprika, cinnamon and cayenne in a small dry skillet over medium-low heat. Cook, stirring frequently, until the spices are fragrant, about 1 minute. Add the oil and swirl the pan to mix. Add the lemon juice and swirl the pan; when the mixture begins to bubble, add the garlic and cook, swirling the pan, for 15 to 20 seconds, until the dressing is very hot. Pour the hot dressing over the carrots and toss with a large rubber spatula until the carrots are evenly coated and have absorbed the dressing. Add the parsley, season with salt and pepper, and toss until combined.
3. Serve at room temperature, with harissa, or refrigerate until ready to serve.","['3 large carrots, peeled', '1/2 teaspoon ground cumin', '1/2 teaspoon sweet paprika', 'Pinch of ground cinnamon', 'Pinch of ground cayenne', '2 tablespoons extra-virgin olive oil', '1 tablespoon fresh lemon juice', '1 small clove garlic, grated or very finely minced', '1/2 cup packed fresh flat-leaf parsley leaves, roughly chopped', 'Salt and freshly ground black pepper', 'Harissa']",Moroccan Carrots
"For the sauce: Mix together the tomato sauce, cilantro, cumin, harissa, paprika and cinnamon.
For the meatballs: Preheat the oven to 500 degrees F. Soak the bread in just enough water to cover for 1 minute. Pour into a colander and let sit for 10 minutes. Squeeze all the excess water out.
Meanwhile, gently cook the onions and garlic until translucent. Let cool, then transfer to a bowl. Add the chuck, pork, cilantro, parsley, cumin, paprika, pepper, salt, chile powder, ginger and eggs and mix thoroughly.
Portion and shape the mixture into 3 1/2-ounce balls. Heat oil over medium-high heat in a large saute pan and brown the meatballs on all sides.
Transfer to a large baking dish, cover with the meatball sauce and wrap with aluminum foil. Braise the meatballs in the oven until cooked through but not dry, 20 minutes.
Let cool slightly, then serve.","['1 gallon tomato sauce', '1/2 cup chopped fresh cilantro', '1/4 cup ground cumin', '1/4 cup harissa', '3 tablespoons smoked paprika', '1 tablespoon ground cinnamon', '1 gallon bread cubes, day-old, no crust', '5 cups minced yellow onions', '3/4 cup minced garlic', '5 pounds ground chuck', '5 pounds ground pork', '3/4 cup finely chopped fresh cilantro', '3/4 cup finely chopped fresh parsley', '1/4 cup cumin seeds, ground', '1/4 cup smoked paprika', '1/4 cup black peppercorns, ground', '1/4 cup salt', '4 teaspoons ancho chile powder', '1 tablespoon ground ginger', '10 eggs, whipped before adding', 'Vegetable oil']",Moroccan Meatballs
"To make the carrots: Whisk together sugar, lemon juice, spices, salt, and oil in a large bowl until sugar is dissolved.
Halve carrots crosswise on a long diagonal, then, starting from diagonal ends, cut into 1/16-inch-thick slices using slicer. Cook carrots in a 4 to 5-quart pot of boiling salted water until crisp-tender, about 45 seconds. Drain well in a colander and immediately toss with dressing. Cool to room temperature, stirring occasionally, then marinate, covered and chilled, at least 4 hours.
To make the tapenade and assemble sandwiches: Pulse olives with capers, parsley, anchovy, zest, lemon juice, and pepper in a food processor until coarsely chopped, then scrape down the sides of the bowl with a rubber spatula. Pulsing motor, add oil in a slow stream and continue to pulse until mixture is finely chopped (do not pulse to a paste).
Spread tapenade on 6 slices of bread and goat cheese on remaining 6 slices, then make sandwiches with carrots.","['2 tablespoons sugar', '1 tablespoon fresh lemon juice', '2 teaspoons sweet paprika', '1 teaspoon ground cumin', '1/2 teaspoon ground cinnamon', '1/4 teaspoon cayenne', '1 teaspoon salt', '1/4 cup olive oil', '1 1/2 pounds medium carrots (about 8)', '1 1/4 cups green olives (6 to 7 ounces) such as Cerignola or picholine, pitted', '3 tablespoons drained bottled capers, rinsed', '1/4 cup chopped fresh flat-leaf parsley', '1 flat anchovy fillet, chopped', '1 teaspoon finely grated fresh lemon zest', '1 1/2 tablespoons fresh lemon juice', '1/2 teaspoon black pepper', '1/4 cup olive oil', '12 slices good-quality pumpernickel sandwich bread', '6 ouncse soft mild goat cheese (3/4 cup) at room temperature', 'Special equipment: an adjustable-blade slicer']",Moroccan Carrot and Goat Cheese Sandwiches with Green Olive Tapenade
"Set aside the herbs from the soup greens; peel the vegetables as needed, then chop. Heat the olive oil in a medium pot or Dutch oven over medium heat. Add the chopped vegetables; cook, stirring, until softened, 5 minutes. Stir in the tomato juices, 1/2 teaspoon each cumin, ras el hanout and salt, and a few grinds of pepper. Cook until the liquid is thickened, 2 minutes. Add 2 cups water and the tomatoes. Cover and simmer until the vegetables are tender, 8 to 10 minutes. Meanwhile, prepare the couscous as the label directs; set aside.
Add 1/2 cup water, the tofu, dried apricots, olives, harissa and the remaining 1 teaspoon cumin and 1/2 teaspoon ras el hanout to the pot; gently stir to combine. Cover and warm through, about 5 minutes. Remove from the heat.
Chop the soup green herbs and add to the pot along with half of the cilantro. Season with salt and more harissa. Serve with the couscous and top with the remaining cilantro.
Photograph by Charles Masters","['1 1-pound package fresh soup greens', '2 tablespoons extra-virgin olive oil', '1 15-ounce can cherry tomatoes, drained (juices reserved)', '1 1/2 teaspoons ground cumin', '1 teaspoon ras el hanout (Moroccan seasoning) or pumpkin pie spice', 'Kosher salt and freshly ground pepper', '1 cup couscous', '1 12- to 14-ounce package firm tofu, drained and cut into 1/2 -inch cubes', '1/3 cup dried apricots, chopped', '1/3 cup pitted green olives, halved', '1 tablespoon harissa (Moroccan chile paste), plus more to taste', '2 tablespoons chopped fresh cilantro']",Moroccan Tofu with Couscous
"In a small bowl, combine the cinnamon, coriander, cumin, paprika, salt and olive oil. Rub the mixture evenly over the pork tenderloins. Cover and refrigerate for at least 30 minutes or up to overnight.
Prepare a grill for high heat cooking. Place the tenderloins on the grill and cook until browned and nicely marked, 8 to 10 minutes. Turn the tenderloins and cook until a meat thermometer inserted into the center of each registers between 155 degrees F and 165 degrees F, 8 to 10 minutes longer. Transfer the tenderloins to a cutting board, tent with foil and let rest for 10 minutes. Slice and serve hot or at room temperature with Creamy Harissa Sauce.
In a small bowl, whisk together the yogurt, lemon juice, oil, harissa and garlic until combined. Season with salt and pepper.","['1 teaspoon ground cinnamon', '1 teaspoon ground coriander', '1 teaspoon ground cumin', '1 teaspoon paprika', '1 teaspoon kosher salt', '2 tablespoons olive oil', 'Two 1-pound pork tenderloins', 'Creamy Harissa Sauce, recipe follows', '1 cup Greek yogurt (8 ounces)', '1 tablespoon fresh lemon juice', '1 tablespoon extra-virgin olive oil', '1 teaspoon harissa sauce *', '1 clove garlic, minced', 'Kosher salt and cracked black pepper']",Grilled Moroccan Spiced Pork Tenderloin with Creamy Harissa Sauce
"For the Moroccan coffee granita: Put the coffee beans, cinnamon, ginger, nutmeg, black pepper, cardamom and clove in a coffee grinder and process until ground.
Place the ground spiced coffee into a coffee maker, add 4 cups cold water and brew according to the manufacturer's directions. Transfer the brewed coffee to a small saucepan, add the granulated sugar and cook over low heat until the sugar is completely dissolved. Stir in the sambuca.
Pour the mixture into a 9-by-13-inch metal or glass baking dish. Freeze until ice crystals begin to form around the edges, 3 to 4 hours, depending on how cold your freezer is. Using a fork, stir the mixture well and return to the freezer. Continue freezing, stirring and scraping every 30 minutes, until the mixture is thoroughly frozen and the crystals are fluffy, another 3 to 4 hours.
For the orange water cream: Combine the cream, confectioners' sugar, orange flower water, orange zest and vanilla extract in the chilled bowl of a stand mixer fitted with the whisk attachment. Mix until soft peaks form.
Layer the granita and orange water cream in tall glasses. Garnish with candied orange peel and mint sprigs","['1/2 cup espresso coffee beans', '1 teaspoon ground cinnamon', 'Large pinch ground ginger', 'Large pinch ground nutmeg', 'Large pinch freshly ground black pepper', '1 cardamom pod', '1 whole clove', '1/2 cup granulated sugar', 'Splash of sambuca', '1 cup very cold heavy cream', ""2 tablespoons confectioners' sugar"", '2 teaspoons orange flower water', '1 teaspoon finely grated orange zest', '1/4 teaspoon pure vanilla extract', 'Candied orange peel, for garnish', 'Fresh mint sprigs, for garnish']",Moroccan Coffee Granita with Orange Water Cream Parfait
"In a heated tagine (or pot with a lid), heat the olive oil and sear the lamb with the onion for 2 minutes. Add the sugar, cinnamon, saffron, and salt and pepper to the lamb. Let cook for another minute, stirring occasionally. Add the vegetable stock, cover, and let cook on low to medium heat for 45 minutes to 1 hour. Turn off the heat, add the prunes, and let rest with the lid on for 5 minutes. Sprinkle with the sesame seeds before serving.","['1 (5 1/2 pound) leg of lamb, boned and cut in cubes', '5 tablespoons olive oil', '1 onion, finely chopped', '1 tablespoon sugar', '1 teaspoon ground cinnamon', '1 teaspoon saffron threads', 'Salt and freshly ground black pepper', '1 cup vegetable stock', '12 dried prunes, pitted', '2 tablespoons sesame seed']",L'Agnello Marocchino: Moroccan Lamb
"To prepare yogurt sauce: In a small bowl, mix yogurt, cilantro, and cumin. Set aside.
To prepare sausage patties, put meat in a large bowl and add garlic, cilantro, vinegar, paprika, salt, and spices, including a generous grinding of pepper. Mix with your hands until well blended. Form mixture into 8 small patties. Cook patties on a barbecue (or in a nonstick frying pan or well-oiled skillet) until seared on the outside and cooked through inside, about 8 minutes total. Serve drizzled with yogurt sauce.","['1 cup plain yogurt (regular or nonfat)', '2 tablespoons chopped fresh cilantro', '1/2 teaspoon ground cumin', '1 pound ground lamb or beef, not too lean', '2 cloves garlic, minced or pressed', '2 tablespoons chopped fresh cilantro', '2 tablespoons red wine vinegar', '1 tablespoon paprika (sweet or hot)', '1 1/2 teaspoons salt', '1 teaspoon ground cumin', '1 teaspoon ground coriander', '1/2 teaspoon ground allspice', 'Ground black pepper']",Moroccan Lamb Sausage Patties
"Special equipment: pastry brush and baking sheet
Make the spice mixture by combining all of the seasonings in a small bowl. Set aside.
Put the flour, sugar, salt, pepper and olives in a large mixing bowl and stir to combine. Add the olive oil and stir vigorously with a fork. Add the water and continue to stir until a ball forms. Sprinkle a work surface liberally with flour and turn the dough out onto the surface. Knead until the dough is velvety smooth, about 2 minutes. Wrap the dough in plastic wrap and refrigerate for at least 1 hour.
Preheat the oven to 400 degrees F.
Remove the dough from the refrigerator and flatten into a disk on a floured surface. Using a rolling pin, roll the dough out as thinly as possible into an oval. Roll the dough onto the pin and transfer it to a baking sheet that has been brushed with olive oil.
Brush the dough with extra-virgin olive oil and sprinkle with the spice mixture. Place the pan in the oven until the bread is crisp and deep golden brown, about 20 minutes. Remove from the oven, let cool, and break into pieces. The flatbread can be made up to 2 days in advance, wrapped in plastic wrap, and kept in a dry place.","['1/2 teaspoon salt', '1/2 teaspoon garlic powder', '1/4 teaspoon curry powder', '1/4 teaspoon paprika', '1/4 teaspoon ground cumin', '1 cup plus 1 1/2 tablespoons all-purpose flour', '2 teaspoons sugar', '1 teaspoon salt', '1/4 teaspoon freshly ground pepper', '10 oil-cured olives, pitted and chopped', '1 tablespoon olive oil', '1/2 cup water', 'Extra-virgin olive oil']",Moroccan Olive Flatbread
"Watch how to make this recipe.
In a hot saute pan over medium heat, add the olive oil and sweat the chorizo until the fat starts to render, about 1 1/2 minutes. Then add the garlic and shallots. Cook until fragrant, about 1 minute. Add the cumin, smoked paprika and cayenne pepper. Deglaze with the clam juice and add the heavy cream. Allow to reduce by half. Finish with the butter and keep warm until ready to serve.
When ready to serve, add the rock shrimp and cook for about 2 minutes.
Fry the eggs according to your preference.
Serve the shrimp and chorizo over the Truffled Grits with Aged Cheddar and top with the fried eggs. Garnish with Tomato Jam and serve with crusty white bread.
Bring the milk, cream and butter to a boil in a medium saucepan over high heat. Whisk in the grits vigorously. Lower the heat and continue to cook, about 10 minutes. Season with the salt and pepper. Taste the grits at this point; if they are still firm, continue to cook until softened. If grits become too thick, thin with additional milk.
Remove from the heat and stir in the cheeses and truffle shavings or truffle oil. Keep warm until ready to serve.
On the base of each tomato, slice an X with a paring knife, piercing the skin. Drop the tomatoes in boiling water for about 30 seconds. Place tomatoes in ice water. Remove the peel from the tomatoes and slice in half, squeezing out the seeds. Roughly chop. Place in a saucepan over high heat with the sugar, sherry vinegar, soy sauce, 1/2 cup water and togarashi, and bring to a boil. Cook rapidly, stirring often, until the liquid has evaporated by 80 percent and the tomatoes have a jam-like consistency, 25 to 30 minutes. Refrigerate and use as needed.","['2 tablespoons olive oil', '4 ounces Spanish chorizo, roughly chopped (about 1/2 cup)', '1 tablespoon minced garlic', '1 tablespoon minced shallots', '1 teaspoon toasted cumin', '1 teaspoon smoked paprika', 'A pinch cayenne pepper', '1 cup clam juice', '1 cup heavy cream', '1 tablespoon butter', '12 ounces Florida rock shrimp', '4 organic eggs', 'Truffled Grits with Aged Cheddar, recipe follows', 'Tomato Jam, recipe follows', 'Crusty white bread, for serving', '2 cups milk', '1 cup heavy cream', '1 stick butter', '1 cup grits, such as Anson Mills', '1/4 teaspoon kosher salt', '1/4 teaspoon ground pepper', '4 tablespoons mascarpone', '2 tablespoons grated aged Cheddar', 'Few shavings of fresh truffle or 1 teaspoon truffle oil', '10 vine ripe tomatoes, chopped', '1 cup brown sugar', '1/2 cup sherry vinegar', '1/4 cup soy sauce', '1/2 tablespoon togarashi (Japanese chili powder)']",Shrimp and Truffled Grits with Moroccan Chorizo Broth
"Stir together the heavy cream, agave, cinnamon, cumin and salt in a large bowl.
Place the chopped chocolate in the bowl of a double boiler. Set the bowl over a pot of gently simmering water and stir until the chocolate is fully melted, about 5 minutes. Remove the bowl from the pot and set on a dish towel to dry the bottom of the bowl.
Using a hand-held mixer, whip the spiced cream just until it forms soft peaks, 2 to 3 minutes; be careful not to over-whip. Now, using a rubber spatula, quickly and gently fold the melted chocolate into the whipped cream. Serve immediately, or divide the mousse among serving bowls and refrigerate until ready to serve.","['2 cups heavy cream, chilled', '1 1/2 teaspoons agave nectar', '1/4 teaspoon ground cinnamon', '1/4 teaspoon ground cumin', '1/8 teaspoon salt', '8 ounces dark chocolate (70% cacao), chopped']",Moroccan Chocolate Mousse
"Trim excess fat and gristle from meat and cut lamb into 1-inch cubes. Place meat in a large bowl. In a small bowl, mix the cumin, ginger, cinnamon, and saffron; sprinkle over the meat and set aside.
On a cutting board, mince together the orange zest, cilantro leaves, garlic, and salt until you have a paste. Add to the meat along with the orange juice and stir well to coat. Cover the bowl and let stand at room temperature for 2 hours, or up to overnight in the refrigerator.
Transfer the mixture to a heavy pot, add the onions, tomatoes, and 1 cup water. Bring to a boil, cover, reduce heat, and simmer (or bake in a preheated 350 degree oven) until the meat is very tender, about 1 1/2 hours. Add olives and, if using, preserved lemon to the pot. Cook about 10 minutes more, then serve.
Wash a 1-pint glass-canning jar and its lid with hot soapy water; rinse and dry thoroughly.
Cut 6 of the lemons, 1 at a time, into quarters through 1 end without cutting all the way through the other end. You want the lemon to open out like a flower, but not to separate. Place the lemon on a large piece of parchment or waxed paper, spread quarters open and sprinkle flesh with a heaping tablespoon of kosher salt; put the lemon into the jar. Continue with remaining lemons, sprinkling salt on each. Pack the lemons in the jar tightly, filling it to the top (you may need more or less than 6 lemons, depending on their size). When you reach the top, lift the parchment and pour the excess salt from it into the jar of lemons.
Slide the bay leaves down opposite sides of the jar. Juice the remaining lemons 1 by 1, adding juice to the jar, until it reaches the top. Seal jar, shake well, and let stand at room temperature, shaking well every 12 hours, for 1 week. After 1 week, transfer jar to the refrigerator, continuing to shake every day. Lemons are preserved after 3 weeks and keep up to several months in the refrigerator.
To use lemons, pull out as needed and scrape away pulp. Dice peel and use as a condiment.","['3 pounds boneless lamb stew meat, from the shoulder', '1 teaspoon ground cumin', '1 teaspoon ground ginger', '1/2 teaspoon ground cinnamon', 'Pinch saffron threads', '1 orange, zested and juiced', '1/2 bunch cilantro, stems removed', '3 cloves garlic', '1 teaspoon kosher salt', '2 yellow onions, finely chopped', '1 (14-ounce) can diced tomatoes, with juice', '1 cup water', '1 cup pitted green Moroccan (or other) olives, chopped', 'Minced peel of 1 preserved lemon, recipe follows, optional', '10 to 12 organically grown lemons, preferably Meyer lemons', 'Kosher salt', '2 fresh or dried bay leaves, preferably Mediterranean']",Moroccan Lamb Stew with Preserved Lemons
"Preheat the oven to 400 degrees F. Spray two rimmed baking sheets with nonstick cooking spray.
Whisk together 3 tablespoons of the oil, lemon juice, garlic, 2 teaspoons salt, coriander, cinnamon, cumin and ginger in a large bowl. Add the onions, eggplant, sweet potatoes and tomatoes and toss well to fully coat the vegetables. Divide among the prepared baking sheets and arrange in a single layer. Roast until the sweet potatoes and eggplant are lightly browned and fully softened, 50 to 55 minutes, rotating trays and switching from top to bottom halfway through.
Transfer the vegetables to a large bowl. Toss with the apricots, cilantro and remaining 2 tablespoons of oil. Season to taste with salt.","['Nonstick cooking spray', '5 tablespoons extra-virgin olive oil', 'Juice of 1/2 small lemon (about 1 tablespoon)', '2 large cloves garlic, minced', 'Kosher salt', '1 teaspoon ground coriander', '1/2 teaspoon ground cinnamon', '1/4 teaspoon ground cumin', '1/4 teaspoon ground ginger', '1 large yellow onion, diced', '1 medium eggplant (about 1 pound), unpeeled, cut into 1/2-inch cubes', '1 medium sweet potato (about 12 ounces), unpeeled, scrubbed and cut into 1/2-inch cubes', '1 cup grape tomatoes, halved', '8 dried apricots, thinly sliced, or 2 packed tablespoons golden raisins', '1/2 cup loosely packed fresh cilantro leaves, chopped']",Roasted Moroccan-Style Vegetables
