ingredients,instructions,title
"['10 ounces pearl onions', '2 tablespoons vegetable oil', '3 pounds boneless lamb shoulder or stew meat, cut into 1 1/2-inch pieces', '5 tablespoons chopped fresh parsley', '1/4 cup chopped fresh cilantro', '1 teaspoon ground cinnamon', '1 teaspoon ground ginger', '1/8 teaspoon crushed saffron threads', '1 1/2 cups (about) water', '8 ounces pitted dates', '2 tablespoons honey', '2 tablespoons slivered almonds, toasted']","Cook onions in medium pot of boiling water 2 minutes. Drain, rinse under cold water and peel. Heat vegetable oil in heavy large dutch oven over medium-high heat. Working in batches, season lamb with salt and pepper, add to Dutch oven and brown, about 4 minutes per batch. Using slotted spoon, transfer lamb to bowl after each batch is browned. Return all lamb and any juices to Dutch oven. Mix in chopped fresh parsley, chopped cilantro, ground cinnamon, ginger and saffron. Add 1 cup water and 1/2 cup pearl onions. Reduce heat to medium-low. Cover and simmer until lamb is tender, about 1 hour. Using slotted spoon, transfer lamb and pearl onions to bowl. Reserve 3 dates for garnish; add remaining dates and honey to sauce in Dutch oven. Simmer sauce 5 minutes, mashing dates to coarse puree with back of fork. Add remaining pearl onions and simmer until almost tender, about 5 minutes. Mix in remaining 1/2 cup water if necessary to thin sauce. Return lamb mixture to Dutch oven; simmer until heated through about 5 minutes. Season tagine to taste with salt and pepper. Transfer to platter. Top with slivered almonds and reserved dates.
Cook onions in medium pot of boiling water 2 minutes. Drain, rinse under cold water and peel.
Heat vegetable oil in heavy large dutch oven over medium-high heat. Working in batches, season lamb with salt and pepper, add to Dutch oven and brown, about 4 minutes per batch. Using slotted spoon, transfer lamb to bowl after each batch is browned. Return all lamb and any juices to Dutch oven. Mix in chopped fresh parsley, chopped cilantro, ground cinnamon, ginger and saffron. Add 1 cup water and 1/2 cup pearl onions. Reduce heat to medium-low. Cover and simmer until lamb is tender, about 1 hour.
Using slotted spoon, transfer lamb and pearl onions to bowl. Reserve 3 dates for garnish; add remaining dates and honey to sauce in Dutch oven. Simmer sauce 5 minutes, mashing dates to coarse puree with back of fork. Add remaining pearl onions and simmer until almost tender, about 5 minutes. Mix in remaining 1/2 cup water if necessary to thin sauce. Return lamb mixture to Dutch oven; simmer until heated through about 5 minutes.
Season tagine to taste with salt and pepper. Transfer to platter. Top with slivered almonds and reserved dates.",Moroccan Lamb Tagine with Dates and Pearl Onions 
"['1 small onion, chopped', '2 tablespoons olive oil', '1 teaspoon paprika', '1/4 teaspoon ground ginger', '1/4 teaspoon ground cumin', 'Scant 1/4 teaspoon ground cinnamon', '1 (14- to 16-ounce) can whole tomatoes in juice, drained and juices reserved', '1 3/4 cups chicken broth (14 fluid ounces)', '2 teaspoons honey', '2 tablespoons chopped fresh parsley', '2 tablespoons chopped fresh cilantro', '1/2 teaspoon fresh lemon juice, or to taste', 'Garnish: lemon slices']","Cook onion in oil with spices in a 3-quart heavy saucepan over moderate heat, stirring occasionally, until onion is softened and begins to brown, 4 to 5 minutes. Coarsely chop tomatoes and add to onion mixture with reserved juices, broth, honey, 1 tablespoon parsley, and 1 tablespoon cilantro, then bring to a boil. Transfer soup to a metal bowl set in a larger bowl of ice and cold water. Cool soup, stirring occasionally, until cold, 15 to 20 minutes. Stir in lemon juice and salt and pepper to taste, then stir in remaining parsley and cilantro.
Cook onion in oil with spices in a 3-quart heavy saucepan over moderate heat, stirring occasionally, until onion is softened and begins to brown, 4 to 5 minutes. Coarsely chop tomatoes and add to onion mixture with reserved juices, broth, honey, 1 tablespoon parsley, and 1 tablespoon cilantro, then bring to a boil. Transfer soup to a metal bowl set in a larger bowl of ice and cold water. Cool soup, stirring occasionally, until cold, 15 to 20 minutes. Stir in lemon juice and salt and pepper to taste, then stir in remaining parsley and cilantro.",Moroccan-Spiced Cold Tomato Soup 
"['1 tablespoon fennel seeds', '2 teaspoons coarsely chopped fresh rosemary', '1 teaspoon cumin seeds', '1 teaspoon dried crushed red pepper', '1 teaspoon whole white peppercorns', '1 cup coarsely chopped fresh parsley leaves', '1 cup coarsely chopped fresh cilantro leaves', '1/3 cup chopped fresh mint', '1/4 cup fresh lemon juice', '3 garlic cloves, chopped', '1 cup olive oil', '6 (6- to 7-ounce) sturgeon fillets or steaks', '2 large red bell peppers', '2 flatbreads (such as pita bread)', '1 15 1/2-ounce can chickpeas, drained', '1 cup diced seeded peeled cucumber', '1/2 cup walnuts, toasted, coarsely chopped', '1/4 cup raisins', '2 tablespoons drained capers', '2 tablespoons olive oil']","For charmoula: Combine first 5 ingredients in spice grinder and process until finely ground. Transfer to blender. Add parsley and next 4 ingredients to blender. With blender running, gradually add oil and blend until coarse puree forms. Season to taste with salt. Do ahead Charmoula can be made 1 day ahead. Transfer to bowl and refrigerate. Let stand at room temperature 1 hour before using. Place fish on large plate. Pour 3/4 cup charmoula over fish, turning to coat. Cover and refrigerate fish at least 1 hour and up to 1 day. Cover and refrigerate remaining charmoula to use as dressing for salad.
Combine first 5 ingredients in spice grinder and process until finely ground. Transfer to blender. Add parsley and next 4 ingredients to blender. With blender running, gradually add oil and blend until coarse puree forms. Season to taste with salt. Do ahead Charmoula can be made 1 day ahead. Transfer to bowl and refrigerate. Let stand at room temperature 1 hour before using.
Place fish on large plate. Pour 3/4 cup charmoula over fish, turning to coat. Cover and refrigerate fish at least 1 hour and up to 1 day. Cover and refrigerate remaining charmoula to use as dressing for salad.
For moroccan salad: Char bell peppers directly over gas flame or in broiler until blackened on all sides. Transfer to paper bag and seal tightly; let stand 15 minutes. Peel, seed, and chop peppers. Toast flatbreads directly over gas flame or in broiler until crisp and charred in spots on both sides. When cool enough to handle, tear into bite-size pieces. Preheat oven to 400°F. Place peppers, torn bread pieces, chickpeas, and next 4 ingredients in large bowl. Add 3/4 cup reserved charmoula; toss to coat. Season with salt and pepper. Heat olive oil in large ovenproof nonstick skillet over medium-high heat. Add fish with marinade still clinging to surface and cook until brown, about 3 minutes per side. Transfer skillet to oven and roast fish until cooked through, about 8 minutes. Divide Moroccan salad among 6 plates. Top each portion with sturgeon fillet and serve.
Char bell peppers directly over gas flame or in broiler until blackened on all sides.
Transfer to paper bag and seal tightly; let stand 15 minutes. Peel, seed, and chop peppers. Toast flatbreads directly over gas flame or in broiler until crisp and charred in spots on both sides. When cool enough to handle, tear into bite-size pieces.
Preheat oven to 400°F. Place peppers, torn bread pieces, chickpeas, and next 4 ingredients in large bowl. Add 3/4 cup reserved charmoula; toss to coat. Season with salt and pepper.
Heat olive oil in large ovenproof nonstick skillet over medium-high heat. Add fish with marinade still clinging to surface and cook until brown, about 3 minutes per side. Transfer skillet to oven and roast fish until cooked through, about 8 minutes.
Divide Moroccan salad among 6 plates. Top each portion with sturgeon fillet and serve.",Marinated Sturgeon with Moroccan Chickpea Salad 
"['2 tablespoons olive oil', '2 tablespoons fresh lemon juice', '1 tablespoon honey', '2 beets, boiled, peeled, cut into 1/3-inch cubes', '1 large orange, peel and pith cut away, flesh cut into 1/3-inch cubes', '1 cup chopped red onion', '1/4 cup chopped pitted green Greek olives', '1 large shallot, minced', '2 tablespoons chopped fresh cilantro', '1 jalapeño chile, seeded, minced', '1 garlic clove, minced', '1 1/4 teaspoons salt', '3/4 teaspoon ground black pepper', '1/2 teaspoon paprika', '1/2 teaspoon ground cumin', '1 3/4 pounds ground lamb', 'Nonstick vegetable oil spray', '4 large cracked-wheat hamburger buns, split horizontally', '1 1/3 cups thinly sliced Bibb lettuce', 'Mayonnaise']","For salsa: Whisk first 3 ingredients in medium bowl to blend. Mix in next 4 ingredients. Season salsa to taste with salt and pepper. Do ahead: Can be made 8 hours ahead. Cover and chill.
Whisk first 3 ingredients in medium bowl to blend. Mix in next 4 ingredients. Season salsa to taste with salt and pepper.
Do ahead: Can be made 8 hours ahead. Cover and chill.
For burgers: Stir shallot, cilantro, jalapeño, garlic, salt, black pepper, paprika, and cumin in large bowl to blend. Add lamb and mix gently to combine. Shape mixture into four 1/2-inch-thick patties. Arrange on small baking sheet. Do ahead: Can be made 8 hours ahead. Cover and chill. Spray grill rack with nonstick spray and prepare barbecue (medium-high heat). Grill buns, cut side down, until golden, about 2 minutes; transfer to work surface. Place lettuce and large spoonful of salsa on each bun bottom. Grill burgers until slightly charred and cooked to desired doneness, about 4 minutes per side for medium-rare. Place 1 burger on each bun. Top each with mayonnaise and bun top. Serve with remaining salsa.
Stir shallot, cilantro, jalapeño, garlic, salt, black pepper, paprika, and cumin in large bowl to blend. Add lamb and mix gently to combine. Shape mixture into four 1/2-inch-thick patties. Arrange on small baking sheet.
Do ahead: Can be made 8 hours ahead. Cover and chill.
Spray grill rack with nonstick spray and prepare barbecue (medium-high heat). Grill buns, cut side down, until golden, about 2 minutes; transfer to work surface. Place lettuce and large spoonful of salsa on each bun bottom. Grill burgers until slightly charred and cooked to desired doneness, about 4 minutes per side for medium-rare. Place 1 burger on each bun. Top each with mayonnaise and bun top. Serve with remaining salsa.","Moroccan-Spiced Lamb Burgers with Beet, Red Onion, and Orange Salsa "
"['2 tablespoons extra-virgin olive oil', '1 cup finely diced yellow onion', 'Sea salt', '1 teaspoon grated fresh ginger, or 1/2 teaspoon ground ginger', '1 teaspoon ground cumin', '1/2 teaspoon paprika', '1 pound orange-fleshed sweet potatoes, such as garnet yams, cut into 1/2-inch cubes', '1/2 cup water', '1/4 cup freshly squeezed orange juice, preferably blood orange juice', '1 teaspoon grated orange zest', '1 teaspoon grated lemon zest', '2 tablespoons freshly squeezed lemon juice', '2 teaspoons Grade B maple syrup', '12 kalamata olives, cut in half', '1/4 cup finely chopped fresh flat-leaf parsley', '1/4 cup almonds or shelled pistachios, toasted and coarsely chopped']","Heat the olive oil in a deep skillet over medium heat. Add the onion and a generous pinch of salt and sauté until slightly golden, about 5 minutes. Add the ginger, cumin, and paprika and sauté for 1 minute. Add the sweet potatoes, water, orange juice, orange zest, lemon zest, and 1/2 teaspoon salt and stir to combine. Decrease the heat to medium-low, cover, and cook for 15 minutes. Uncover and cook, stirring occasionally, until the sweet potatoes are tender and the liquid is reduced to almost a glaze, about 5 minutes. Add the lemon juice, maple syrup, and olives and stir gently to combine. Taste; you may want to add a pinch of salt or squeeze of lemon juice. Transfer to a bowl and sprinkle with the parsley and almonds. Serve at room temperature.
Heat the olive oil in a deep skillet over medium heat. Add the onion and a generous pinch of salt and sauté until slightly golden, about 5 minutes. Add the ginger, cumin, and paprika and sauté for 1 minute. Add the sweet potatoes, water, orange juice, orange zest, lemon zest, and 1/2 teaspoon salt and stir to combine. Decrease the heat to medium-low, cover, and cook for 15 minutes.
Uncover and cook, stirring occasionally, until the sweet potatoes are tender and the liquid is reduced to almost a glaze, about 5 minutes. Add the lemon juice, maple syrup, and olives and stir gently to combine. Taste; you may want to add a pinch of salt or squeeze of lemon juice. Transfer to a bowl and sprinkle with the parsley and almonds. Serve at room temperature.",Bella's Moroccan-Spiced Sweet Potato Salad 
"['1 tbsp black peppercorns', '2 tbsp whole coriander seeds', '2 tbsp whole cumin seeds', '1/4 cup sugar', '1 tbsp salt', '1 lb boneless beef tenderloin fillets, cut into 4 portions', '1 tsp olive oil']","Preheat oven to 400°F. To make rub, grind the first three ingredients in a coffee grinder, in a food processor or with a mortar and pestle; mix with sugar and salt. Thoroughly rub mix onto each fillet; set aside 5 minutes. Add oil to a large, oven-safe skillet and heat over medium-high. Sear fillets 1 minute on each side or until browned. Transfer to oven and cook 5 to 10 minutes, depending on doneness.
Preheat oven to 400°F. To make rub, grind the first three ingredients in a coffee grinder, in a food processor or with a mortar and pestle; mix with sugar and salt. Thoroughly rub mix onto each fillet; set aside 5 minutes. Add oil to a large, oven-safe skillet and heat over medium-high. Sear fillets 1 minute on each side or until browned. Transfer to oven and cook 5 to 10 minutes, depending on doneness.",Moroccan-Spiced Beef Medallions 
"['2 teaspoons ras-el-hanout*', '2 teaspoons salt', '3/4 teaspoon black pepper', '3/4 teaspoon ground ginger', '1/4 teaspoon crumbled saffron threads', '3 cups water', '3 lb boneless lamb shoulder, cut into 1-inch cubes', '1 large onion, coarsely grated (1 cup)', '2 garlic cloves, finely chopped', '2 (3-inch) cinnamon sticks', '1/2 stick (1/4 cup) unsalted butter, cut into pieces', '1 1/4 cups raisins', '1 1/4 cups whole blanched almonds', '1/2 cup honey', '1 teaspoon ground cinnamon', 'Accompaniment: couscous']","Whisk together ras-el-hanout, salt, pepper, ginger, saffron, and 1 cup water in a 5-quart heavy pot. Stir in lamb, remaining 2 cups water, onion, garlic, cinnamon sticks, and butter and simmer, covered, until lamb is just tender, about 1 1/2 hours. Stir in raisins, almonds, honey, and ground cinnamon and simmer, covered, until meat is very tender, about 30 minutes more. Uncover pot and cook over moderately high heat, stirring occasionally, until stew is slightly thickened, about 15 minutes more.
Whisk together ras-el-hanout, salt, pepper, ginger, saffron, and 1 cup water in a 5-quart heavy pot. Stir in lamb, remaining 2 cups water, onion, garlic, cinnamon sticks, and butter and simmer, covered, until lamb is just tender, about 1 1/2 hours.
Stir in raisins, almonds, honey, and ground cinnamon and simmer, covered, until meat is very tender, about 30 minutes more.
Uncover pot and cook over moderately high heat, stirring occasionally, until stew is slightly thickened, about 15 minutes more.","Moroccan Lamb Tagine with Raisins, Almonds, and Honey "
"['2 tablespoons olive oil', '1 cup chopped onion', '3 garlic cloves, chopped', '2 teaspoons Hungarian sweet paprika', '1 teaspoon salt', '1/2 teaspoon ground black pepper', '1/2 teaspoon ground coriander', '1/2 teaspoon ground cumin', '1/2 teaspoon turmeric', '1/2 teaspoon ground ginger', '1/2 teaspoon cayenne pepper', 'Pinch of saffron', '1 cup water', '1 14 1/2-ounce can diced tomatoes, drained', '2 tablespoons fresh lemon juice', '3 cups 1-inch cubes peeled butternut squash (from 1 1/2-pound squash)', '2 cups 3/4-inch cubes peeled carrots', '1 cup quinoa*', '1 tablespoon butter', '1 tablespoon olive oil', '1/2 cup finely chopped onion', '1/4 cup finely chopped peeled carrot', '2 garlic cloves, minced', '1/2 teaspoon salt', '1/2 teaspoon turmeric', '2 cups water', '1/2 cup chopped fresh cilantro, divided', '2 teaspoons chopped fresh mint, divided']","For stew: Heat oil in large saucepan over medium heat. Add onion; sauté until soft, stirring often, about 5 minutes. Add garlic; stir 1 minute. Mix in paprika and next 8 ingredients. Add 1 cup water, tomatoes, and lemon juice. Bring to boil. Add squash and carrots. Cover and simmer over medium-low heat until vegetables are tender, stirring occasionally, about 20 minutes. Season with salt and pepper. (Can be prepared 1 day ahead. Cover and chill.)
Heat oil in large saucepan over medium heat. Add onion; sauté until soft, stirring often, about 5 minutes. Add garlic; stir 1 minute. Mix in paprika and next 8 ingredients. Add 1 cup water, tomatoes, and lemon juice. Bring to boil. Add squash and carrots. Cover and simmer over medium-low heat until vegetables are tender, stirring occasionally, about 20 minutes. Season with salt and pepper. (Can be prepared 1 day ahead. Cover and chill.)
For quinoa: Rinse quinoa; drain. Melt butter with oil in large saucepan over medium heat. Add onion and carrot. Cover; cook until vegetables begin to brown, stirring often, about 10 minutes. Add garlic, salt, and turmeric; sauté 1 minute. Add quinoa; stir 1 minute. Add 2 cups water. Bring to boil; reduce heat to medium-low. Cover; simmer until liquid is absorbed and quinoa is tender, about 15 minutes. Rewarm stew. Stir in half of cilantro and half of mint. Spoon quinoa onto platter, forming well in center. Spoon stew into well. Sprinkle remaining herbs over.
Rinse quinoa; drain. Melt butter with oil in large saucepan over medium heat. Add onion and carrot. Cover; cook until vegetables begin to brown, stirring often, about 10 minutes. Add garlic, salt, and turmeric; sauté 1 minute. Add quinoa; stir 1 minute. Add 2 cups water. Bring to boil; reduce heat to medium-low. Cover; simmer until liquid is absorbed and quinoa is tender, about 15 minutes.
Rewarm stew. Stir in half of cilantro and half of mint. Spoon quinoa onto platter, forming well in center. Spoon stew into well. Sprinkle remaining herbs over.
*A grain with a delicate flavor and a texture similar to couscous; available at natural foods stores.
*A grain with a delicate flavor and a texture similar to couscous; available at natural foods stores.",Quinoa with Moroccan Winter Squash and Carrot Stew 
"['3 1/2 pounds chicken breast halves, thighs, and drumsticks', '1 tablespoon all purpose flour', '1 tablespoon extra-virgin olive oil', '2 pounds shallots (about 11 large), peeled', '3 cinnamon sticks', '1 1/2 teaspoons ground ginger', '1 teaspoon ground cumin', '1/2 teaspoon turmeric', '1/8 teaspoon cayenne pepper', '3 cups low-salt chicken broth', '5 tablespoons fresh lemon juice, divided', '12 dates, pitted, halved', '1/4 cup almonds, toasted, coarsely chopped', '1/4 cup chopped fresh cilantro']","Sprinkle chicken pieces with salt, pepper, and flour. Heat olive oil in heavy large pot over medium-high heat. Add half of chicken pieces to pot and cook until browned on all sides, turning occasionally, about 15 minutes. Transfer chicken to baking sheet or platter; repeat with remaining chicken. Pour off all but 2 tablespoons fat from pot and discard. Reduce heat to medium. Add shallots to pot; sauté until golden, about 6 minutes. Add cinnamon sticks, ginger, cumin, turmeric, and cayenne. Stir until fragrant, about 1 minute. Increase heat to high; add broth and 3 tablespoons lemon juice. Bring to boil; reduce heat to low, cover, and simmer until shallots begin to soften, about 18 minutes. Place chicken pieces atop shallots in pot. Bring to boil over medium heat. Reduce heat to medium-low, cover, and simmer until juices run clear when thickest part of drumstick is pierced with knife, about 25 minutes. Transfer chicken and shallots to platter; tent with foil. Boil juices in pot until slightly thickened. Stir in dates and remaining 2 tablespoons lemon juice. Reduce heat and simmer gently until dates are heated through, about 2 minutes. Pour sauce and dates over chicken. Sprinkle with almonds and cilantro, and serve.
Sprinkle chicken pieces with salt, pepper, and flour. Heat olive oil in heavy large pot over medium-high heat. Add half of chicken pieces to pot and cook until browned on all sides, turning occasionally, about 15 minutes. Transfer chicken to baking sheet or platter; repeat with remaining chicken. Pour off all but 2 tablespoons fat from pot and discard. Reduce heat to medium. Add shallots to pot; sauté until golden, about 6 minutes. Add cinnamon sticks, ginger, cumin, turmeric, and cayenne. Stir until fragrant, about 1 minute. Increase heat to high; add broth and 3 tablespoons lemon juice. Bring to boil; reduce heat to low, cover, and simmer until shallots begin to soften, about 18 minutes. Place chicken pieces atop shallots in pot. Bring to boil over medium heat. Reduce heat to medium-low, cover, and simmer until juices run clear when thickest part of drumstick is pierced with knife, about 25 minutes.
Transfer chicken and shallots to platter; tent with foil. Boil juices in pot until slightly thickened. Stir in dates and remaining 2 tablespoons lemon juice. Reduce heat and simmer gently until dates are heated through, about 2 minutes. Pour sauce and dates over chicken. Sprinkle with almonds and cilantro, and serve.",Braised Chicken with Dates and Moroccan Spices 
"['1/2 teaspoon curry powder', '1/2 teaspoon ground coriander', '1/2 teaspoon ground cumin', '1/4 teaspoon cayenne pepper', '2 teaspoons minced garlic, mashed to paste', '1 large Cornish game hen (about 1 1/2 pounds), quartered']","Prepare barbecue (medium-high heat). Stir curry powder, coriander, cumin and cayenne in heavy small skillet over medium-low heat until fragrant, about 1 minute. Remove from heat. Add garlic to skillet; mix into spices. Using fingertips, loosen skin of game hen pieces. Rub spice paste onto meat under skin. Sprinkle outside of pieces with salt and pepper. Place hen pieces on grill. Cover with foil and grill 10 minutes. Uncover; turn pieces over. Cover and continue to grill until golden brown, cooked through and juices run clear when hen is pierced with small knife, turning occasionally, about 10 minutes for breast pieces and 15 minutes for leg-thigh pieces. Serve hot or at room temperature.
Prepare barbecue (medium-high heat). Stir curry powder, coriander, cumin and cayenne in heavy small skillet over medium-low heat until fragrant, about 1 minute. Remove from heat. Add garlic to skillet; mix into spices.
Using fingertips, loosen skin of game hen pieces. Rub spice paste onto meat under skin. Sprinkle outside of pieces with salt and pepper.
Place hen pieces on grill. Cover with foil and grill 10 minutes. Uncover; turn pieces over. Cover and continue to grill until golden brown, cooked through and juices run clear when hen is pierced with small knife, turning occasionally, about 10 minutes for breast pieces and 15 minutes for leg-thigh pieces. Serve hot or at room temperature.",Grilled Game Hen with Moroccan Spices 
"['2 tablespoons (1/4 stick) butter', '1 cup chopped white onion', '1 pound large carrots, peeled, cut into 1/2-inch dice (about 2 2/3 cups)', '2 1/2 cups low-salt chicken broth', '1 1/2 teaspoons cumin seeds', '1 tablespoon honey', '1 teaspoon fresh lemon juice', '1/8 teaspoon ground allspice', '1/2 cup plain yogurt, stirred to loosen']","Melt butter in large saucepan over medium-high heat. Add onion; sauté 2 minutes. Mix in carrots. Add broth; bring to boil. Reduce heat, cover, and simmer until carrots are very tender, about 20 minutes. Stir cumin seeds in small skillet over medium-high heat until fragrant, 4 to 5 minutes; cool. Finely grind in spice mill. Remove soup from heat. Puree in batches in blender until smooth. Return to same pan. Whisk in honey, lemon juice, and allspice. Season with salt and pepper. Ladle soup into bowls. Drizzle yogurt over; sprinkle generously with cumin.
Melt butter in large saucepan over medium-high heat. Add onion; sauté 2 minutes. Mix in carrots. Add broth; bring to boil. Reduce heat, cover, and simmer until carrots are very tender, about 20 minutes.
Stir cumin seeds in small skillet over medium-high heat until fragrant, 4 to 5 minutes; cool. Finely grind in spice mill.
Remove soup from heat. Puree in batches in blender until smooth. Return to same pan. Whisk in honey, lemon juice, and allspice. Season with salt and pepper.
Ladle soup into bowls. Drizzle yogurt over; sprinkle generously with cumin.",Moroccan Carrot Soup 
"['1 teaspoon finely chopped fresh dill, plus more, coarsely chopped, for garnish', '1 teaspoon finely chopped fresh mint, plus more, coarsely chopped, for garnish', 'Zest and juice of 1 lemon', '1 teaspoon ras el hanout spice blend', '1 teaspoon extra-virgin olive oil', '1/2 English cucumber, peeled, seeded, and diced', '1/2 cup plain Greek yogurt', '1/2 pound fresh sockeye salmon fillet, thinly sliced', 'sea salt']","Combine the finely chopped dill, finely chopped mint, lemon zest, three-quarters of the lemon juice, the ras el hanout, olive oil, and cucumber and mix to make a chunky vinaigrette. Smear a thin layer of yogurt down the center of a large plate. Layer the salmon thinly on top of the yogurt. Sprinkle the salmon with the remaining lemon juice and a pinch of salt. Drizzle the vinaigrette on top and garnish with the coarsely chopped dill and mint. Serve immediately.
Combine the finely chopped dill, finely chopped mint, lemon zest, three-quarters of the lemon juice, the ras el hanout, olive oil, and cucumber and mix to make a chunky vinaigrette.
Smear a thin layer of yogurt down the center of a large plate. Layer the salmon thinly on top of the yogurt. Sprinkle the salmon with the remaining lemon juice and a pinch of salt. Drizzle the vinaigrette on top and garnish with the coarsely chopped dill and mint. Serve immediately.",Moroccan Salmon Crudo with Yogurt 
"['1 tablespoon loose Chinese gunpowder green tea', '5 cups boiling water', '3 to 4 tablespoons sugar, or to taste', '1 large bunch fresh mint (1 ounce)', 'Special equipment : a 1- to 1 1/2-quart teapot']","Put tea in teapot and pour in 1 cup boiling water, then swirl gently to warm pot and rinse tea. Strain out and discard water, reserving tea leaves in pot. Add remaining 4 cups boiling water to tea and let steep 2 minutes. Stir in sugar (to taste) and mint sprigs and steep 3 to 4 minutes more. Serve in small heatproof glasses.
Put tea in teapot and pour in 1 cup boiling water, then swirl gently to warm pot and rinse tea. Strain out and discard water, reserving tea leaves in pot.
Add remaining 4 cups boiling water to tea and let steep 2 minutes. Stir in sugar (to taste) and mint sprigs and steep 3 to 4 minutes more. Serve in small heatproof glasses.",Moroccan Mint Tea 
"['1 large cucumber, thinly sliced', '2 cold, boiled potatoes, sliced', '1 each red, yellow and green bell peppers, seeded and thinly sliced', '2/3 cup pitted olives', 'Salt (optional)', '3 garlic cloves, chopped', '3 scallions, sliced or 1 red onion, finely chopped', '4 tablespoons olive oil', '1 tablespoon white wine vinegar', 'Juice of 1/2 lemon', '1 tablespoon chopped fresh mint leaves', '1 tablespoon chopped fresh cilantro leaves']","1. Arrange the cucumber, potato and pepper slices, and the pitted olives on a serving plate or in a dish. 2. Season with salt, if you like. (Olives tend to be very salty so you may not wish to add any extra salt.) 3. Sprinkle the garlic, onions, olive oil, vinegar, and lemon juice over the salad. Chill for at least 1 hour. Before serving, sprinkle with the chopped mint leaves and cilantro leaves.
1. Arrange the cucumber, potato and pepper slices, and the pitted olives on a serving plate or in a dish.
2. Season with salt, if you like. (Olives tend to be very salty so you may not wish to add any extra salt.)
3. Sprinkle the garlic, onions, olive oil, vinegar, and lemon juice over the salad. Chill for at least 1 hour. Before serving, sprinkle with the chopped mint leaves and cilantro leaves.",Moroccan Vegetable Salad 
"['2 cups finely diced Cortland apple', '1 cup 1 cup grated carrot', '8 green olives, pitted and coarsely chopped', '1/2 cup chopped fresh cilantro', '1 clove garlic, finely chopped', '1 tablespoon extra-virgin olive oil', '2 1/2 teaspoons lemon juice', '1/2 teaspoon ground cumin']","1. Toss ingredients in a bowl. Season with salt and pepper, and serve.
1. Toss ingredients in a bowl. Season with salt and pepper, and serve.",Moroccan Carrot-Apple Salad with Cilantro 
"['1 tablespoon olive oil', '1 whole boneless chicken breast with skin and wings attached (about 1 1/2 pounds; available by request from butcher), halved', '1 small onion, sliced thin', '3/4 teaspoon ground cumin', '1/4 teaspoon paprika', '1/4 teaspoon cinnamon', '2 teaspoons finely grated lemon zest', '1 1/2 teaspoons all-purpose flour', '1 1/2 cups chicken broth', '1/3 cup green olives, pitted and sliced thin', '1 tablespoon honey', '1/2 cup drained and rinsed canned chick peas', '2 tablespoons chopped fresh coriander sprigs (wash and dry before chopping)', 'Accompaniment:Rice with Almonds and Raisins']","In a 3-quart heavy saucepan heat oil over moderately high heat until hot but not smoking. Pat chicken dry and season with salt and pepper. Cook chicken, skin side down, until skin is deep golden brown. Transfer chicken to a plate and reduce heat to moderate. Add onion to pan and cook, stirring, until softened. Add cumin, paprika, cinnamon, zest, and flour and cook, stirring, 1 minute. Stir in broth, olives and honey. Return chicken to pan and simmer, uncovered, 8 minutes. Transfer chicken to 2 plates. Add chick peas to sauce. Simmer sauce 3 minutes and season with salt and pepper. Pour sauce over chicken and sprinkle with coriander.
In a 3-quart heavy saucepan heat oil over moderately high heat until hot but not smoking. Pat chicken dry and season with salt and pepper. Cook chicken, skin side down, until skin is deep golden brown. Transfer chicken to a plate and reduce heat to moderate. Add onion to pan and cook, stirring, until softened. Add cumin, paprika, cinnamon, zest, and flour and cook, stirring, 1 minute. Stir in broth, olives and honey.
Return chicken to pan and simmer, uncovered, 8 minutes. Transfer chicken to 2 plates. Add chick peas to sauce. Simmer sauce 3 minutes and season with salt and pepper. Pour sauce over chicken and sprinkle with coriander.
Serve chicken with rice.
Serve chicken with rice.",Moroccan Lemon Chicken 
