name,steps,description,ingredients
moroccan style chicken,"['add first 8 ingredients to a gallon sized zip top bag', 'squoosh around to coat the chicken evenly', 'heat your largest skillet over medium high heat', 'when it is nice and hot , add the chicken to the pan , spreading it in a single even layer', 'brown chicken', 'turn and brown other side , about 4 minutes per side', 'scoot the chicken to one side of the pan and add the onions', 'saute until just carmelized', 'add apricots and chicken stock', 'stir gently to combine', 'bring to a boil , then turn heat down and simmer 10 minutes']","i was watching the food network one day, and there were two episodes which focused on moroccan style dishes.  they both sounded really good, so over the next few months, i fused the two main recipes into one.  this is really nice served with couscous, roasted acorn squash, and a creamy mint yoghurt sauce.","['olive oil', 'cumin', 'turmeric', 'paprika', 'coriander', 'garlic salt', 'red pepper flakes', 'boneless skinless chicken pieces', 'onion', 'dried apricot', 'chicken stock']"
moroccan style chicken in a jar,"['to make mix: mix ingredients together , and put into an airtight container', 'will store for 6 months', 'to make moroccan style chicken: combine mix with oil and chicken in a gallon sized ziploc bag , and squoosh around to thoroughly coat chicken and apricots', 'heat your largest skillet over medium high heat', 'when it is nice and hot , add the chicken to the pan , spreading it in a single even layer', 'brown chicken', 'turn and brown other side , about 4 minutes per side', 'add water', 'stir gently to combine', 'bring to a boil , then turn heat down and simmer 10 minutes', 'of the spice mix , 1 / 2 t', 'apricots , and 1 / 4 pound of chicken for each serving']","i am making my cousin a full days worth of meal mixes for christmas this year.  this is a giaj version of my recipe #224920, which will be for the dinner portion.  this makes about 1/3 cup of mix, which serves 8. since it is just the two of them, i am going to package this in a recycled spice container, but you could also use a larger jar and add some dried apricots, so that all the gift receiver would need to add is chicken, oil, and water. cook/prep time is for actually cooking the chicken.","['cumin', 'turmeric', 'paprika', 'coriander', 'garlic salt', 'dried onion', 'crushed red pepper flakes', 'chicken bouillon', 'dried apricot', 'olive oil', 'boneless skinless chicken breasts', 'water']"
moroccan style chicken skillet,"['heat oil in a large skillet over medium-high heat', 'add chicken and cook , stirring frequently , until chicken is done , about 4 to 5 minutes', 'remove chicken from skillet', 'set aside', 'add garlic to skillet and cook , stirring frequently , 30 seconds', 'add tomatoes , pumpkin pie spice , chili powder and cumin', 'simmer 5 minutes', 'add peas and chicken , and heat through', 'stir in cilantro', 'serve chicken mixture over hot couscous']","this recipe is from home economists kathryn moore and roxanne wyss, printed in the sacramento bee.","['olive oil', 'boneless skinless chicken breast', 'garlic cloves', 'crushed tomatoes', 'pumpkin pie spice', 'chili powder', 'ground cumin', 'frozen peas', 'fresh cilantro', 'roasted garlic and olive oil couscous']"
moroccan style couscous,"['heat olive oil over medium heat in a large saucepan with a tight-fitting lid', 'add onions and saute until translucent', 'add garlic , curry powder , cinnamon , cumin , and salt', 'cook for a few minutes , stirring frequently , until fragrant', 'add chicken , chicken broth , potatoes , carrots , currants , and chickpeas', 'bring to a boil', 'reduce heat , cover , and simmer until carrots and potatoes are tender', 'return to a boil , add couscous , and stir well', 'cover , remove from heat , and let sit for about ten minutes', 'fluff with a fork before serving']","this is my version of the couscous dish served at our local moroccan restaurant. i used more chicken because i wanted it to be a one-dish meal, and i added dried currants because it just seemed at the time to be the right thing to do. and it was.","['onion', 'olive oil', 'garlic cloves', 'salt', 'curry powder', 'cinnamon', 'ground cumin', 'cooked chicken breasts', 'chicken broth', 'carrots', 'potatoes', 'canned chick-peas', 'dried currant', 'couscous']"
moroccan style fish,"['heat the olive oil in a wide shallow pan , add the onions and soften for 5 minutes', 'add the spices , tomatoes , apricots , honey , lemon zest and juice', 'season then simmer , uncovered for 10 minutes', 'take the two fish fillets and nestle them in the sauce', 'cover the shallow pan and cook gently for 6 to 7 minutes until the fish flakes easily', 'scatter with the cilantro leaves and serve with a generous helping of couscous']","this subtly spiced dish, with tastes from the north african coast, is a great winter warmer - fish with a tasty twist!","['olive oil', 'onion', 'ground cumin', 'ground cinnamon', 'chopped tomatoes', 'dried apricots', 'honey', 'lemon', 'white fish fillets', 'fresh cilantro leaves', 'salt and pepper']"
moroccan style kebabs,"['coat a broiler pan or grill rack with cooking spray', 'toss the meat and zucchini with the olive oil and add the cumin , salt , cinnamon , ginger , oregano and garlic powder', 'let stand 15 minutes', 'thread the meat , zucchini and red pepper on skewers', 'grill or broil 6 minutes on each side , or until meat cubes are pink in the center and vegetables are crisp-tender', 'makes 4 servings', 'if using pork: pork tenderloin is tasty , moist and perfectly safe when pink in the middle', ""for optimal flavor and texture , don't cook the meat until it's gray throughout"", 'use an instant-read meat thermometer to check for doneness: remove a roast from the oven at 150 degrees f']",posted for zwt6.,"['pork', 'yellow squash', 'olive oil', 'ground cumin', 'salt', 'cinnamon', 'ground ginger', 'dried oregano', 'garlic powder', 'bell pepper']"
moroccan style lamb burgers,"['put the lamb in a mixing bowl and add all of the ingredients except the vegetable oil', 'using your hand , mix everything thoroughly', 'shape the mixture into 8 equal size patties similar to hamburgers', 'heat the oil in a non stick skillet', 'cook the patties over medium high heat about 3 to 4 minutes on each side , depending on the degree of doneness desired', 'drain on paper towels and serve']","i love these. in morocco, the people serve these burgers with ground cumin, salt, pepper and their special ","['lean ground lamb', 'green onions', 'paprika', 'cilantro', 'crushed red pepper flakes', 'salt', 'ground black pepper', 'vegetable oil', 'ground cumin', 'garlic']"
moroccan style lamb kebabs,"['pre heat barbecue', 'trim any excess fat off the outside of the lamb and then cut into 5cm chunks', 'place in a non metallic bowl with the oil , lemon juice , spices , garlic , harissa and some seasoning and mix well', 'cover and leave to marinate at room temperature for 2 hours', 'peel the onion , leaving the root end intact , and then cut into 8 wedges so that the slices of onion stay together at the root of each wedge', 'cut the lemon into 8 wedges', 'thread the lamb chunks and lemon and onion wedges alternately onto four 30cm flat metal skewers , and place over medium hot barbecue , for 10 - 15 minutes', 'turn every now and then , until the lamb is nicely browned on the outside , but still pink in the centre', 'serve with fresh coriander and roasted pumpkin wedges , if liked']",these kebabs are a great way to cook meat without adding any fat.  why not roast some pumpkin wedges rubbed with a touch of grain mustard and a splash of lemon juice to serve them.  harissa is a fiery chilli paste from africa and can be found in supermarkets.,"['boneless leg of lamb', 'olive oil', 'lemon juice', 'ground cumin', 'ground coriander', 'ground turmeric', 'paprika', 'garlic clove', 'harissa', 'red onion', 'lemon', 'salt']"
moroccan style mussels,"['cook onion , garlic , and spices in the olive oil in a 6-quart heavy pot over medium low heat', 'stir until onion is softened , about 6 minute', 'stir in the vinegar and simmer for 1 minute', 'add the chickpeas , sugar , and tomatoes with their juice', 'increase the heat to medium and gently simmer , uncovered , stirring occasionally until slightly thickened , about 15 minute', 'add the mussels and return to a simmer', 'cover tightly with lid and cook until mussels just open wide , about 3-6 minute discard any mussels that remain unopened after 6 min', ')', 'stir in parsley and serve in shallow bowls']","this one is from gourmet may, 2006. ""chickpeas transform saucy mussels into a meal that's as hearty as it is seductive."" i have not made this one yet, so times are an estimate.","['onion', 'garlic cloves', 'ground cumin', 'paprika', 'ground ginger', 'ground cinnamon', 'cayenne', 'olive oil', 'cider vinegar', 'chickpeas', 'sugar', 'tomatoes with juice', 'mussels', 'fresh flat-leaf parsley']"
moroccan style pasta salad,"['cook the pasta al dente according to the package directions', 'drain the pasta , rinse with cold water , and leave it to cool and drain completely in a colander', 'while the pasta is cooking , make the dressing', ""place the vinaigrette's ingredients in a small saucepan and bring to a boil"", 'reduce the heat and simmer the dressing for 5 minutes , stirring occasionally', 'remove the partially crushed garlic cloves and set the dressing aside to cool', 'transfer the cooled pasta to a large bowl and add the salami , cheese , olives , peppers and corn', 'pour the vinaigrette over the salad and stir gently to mix', 'cover , and leave the pasta salad to marinate in the fridge for several hours or overnight', 'stir the salad and check for seasoning , before serving']","recipe i found on moroccan food on about.com.   it states that you can add a variety of vegetables (your choice), so would i add carrots, celery along with the suggested bell pepper as my choices.  here is what is stated about the recipe:  ""this antipasto-style pasta salad gets a moroccan twist with ingredients common in morocco – cured meat, olives, edam cheese, and veggies – and an easy cooked vinaigrette that takes just minutes to prepare. use my suggestions below, or personalize the salad with up to 3 1/2 cups of your own additions such as marinated artichokes, pimientos, black olives, mushrooms, cooked baby carrots or cauliflower or broccoli florets.  allow chilling time before serving. the tri-colored pasta salad is intended as a side dish, but you may find yourself eating enough of it to make it your main course!""","['rotini pasta', 'salami', 'edam cheese', 'bell pepper', 'green olives', 'corn', 'vinegar', 'olive oil', 'onion', 'garlic cloves', ""za'atar spice mix"", 'sugar', 'salt', 'cayenne pepper']"
moroccan style potato and egg sandwiches,"['cover eggs with cold water by 1 1 / 2 inches in a 1 1 / 2- to 2-quart saucepan and bring to a rolling boil , partially covered', 'reduce heat to low and cook eggs , covered , 30 seconds', 'remove from heat and let eggs stand in hot water , covered , 15 minutes', 'rinse eggs under cold water 5 minutes to stop cooking', 'peel eggs and quarter lengthwise', 'meanwhile , toast cumin seeds in a dry 12-inch heavy skillet over moderate heat , stirring , until fragrant and a few shades darker , about 4 minutes', 'grind them to a powder in grinder', 'transfer to a small serving bowl', 'cook peppers , onion , potatoes , salt , and pepper in oil in same skillet over moderate heat , covered , stirring occasionally , until vegetables are browned and very tender , 15 to 20 minutes', 'season with salt and pepper', 'cut off an end of each roll and pull out some of bread from center to form a wide deep pocket in each roll', 'put 2 egg quarters in bottom of each pocket and fill with vegetable mixture', 'top filling in each sandwich with 2 of remaining egg quarters and sprinkle with some of cumin', 'serve sandwiches with remaining cumin and oil and harissa for seasoning']",typical of the street food in the grand plaza of marrakesh.,"['eggs', 'cumin seed', 'bell pepper', 'onion', 'boiling potato', 'salt', 'black pepper', 'extra virgin olive oil', 'portuguese rolls', 'harissa']"
moroccan style pumpkin and couscous salad,"['preheat oven to 200c', 'line a baking tray with non-stick baking paper', 'combine the pumpkin with the oil and spices in a large bowl', 'season with salt and pepper', 'place the pumpkin in a single layer on the prepared baking tray and cook in the oven for 30 minutes or until tender and golden brown', 'turn occasionally', 'meanwhile , cook the broad beans in a saucepan of boiling salted water for 5 minutes or until tender', 'refresh under cold running water: peel then set aside', 'bring the stock to the boil , remove from the heat and add the couscous', 'cover and set aside for 5 minutes or until all the liquid is absorbed', 'fluff up with a fork', 'in a large bowl , combine the couscous , pumpkin , broad beans , chickpeas , pine nuts , lemon juice and coriander leaves tossing gently to combine', 'taste and season', 'serve with the yogurt if desired']",russ found this one in the western australian sunday times-it's yummy!,"['pumpkin', 'olive oil', 'cumin seed', 'ground coriander', 'ground ginger', 'broad beans', 'vegetable stock', 'couscous', 'chickpeas', 'pine nuts', 'fresh lemon juice', 'fresh coriander', 'plain yogurt']"
moroccan style quinoa,"[""heat the oil , saut the onion for 2 - 3 minutes , until it's transparent"", 'add the garlic and spices and cook for a further 1 minute', 'rinse the quinoa thoroughly , using a strainer', 'add the quinoa to the pan with the onion and lime zest , stir', 'measure the water and lime juice in a jug to make 2 cups of liqud', 'add the water to the pan and gently bring it to the boil , continue to stir', 'once boiled , cover the pan , reduce the heat and simmer for 15 minutes or until the water has completely absorbed into the quinoa', 'add add the almonds , currants and coriander', 'garnish with lime wedges and serve']","a middle eastern themed dish. can accompany lamb, fish or chicken- basically anywhere as a substitute for cous cous. quinoa is gluten free. serves 4 as a side dish.","['olive oil', 'spanish onion', 'garlic cloves', 'turmeric', 'cumin powder', 'quinoa', 'lime, juice and zest of', 'slivered almonds', 'currants', 'fresh coriander', 'lime wedge']"
moroccan style salmon,"['saute onions and garlic in olive oil in a medium skillet over medium high heat until golden', 'stir in tomatoes , tomato liquid , honey , lemon zest and cumin', 'simmer 10 to 15 minutes', 'stir in lemon juice and season with salt , pepper and cayenne , to taste', 'meanwhile , season salmon fillets with salt and pepper', 'bruil 4 to 6 inches from heat , alowing 10 minutes per inch of thickness , measured at the thickest part', 'place each fillet on plate , top with tomato sauce , sprinkle with almonds and cilantro', 'serve with couscous or rice']",great flavors!,"['onion', 'garlic cloves', 'olive oil', 'canned whole tomatoes', 'honey', 'fresh lemon zest', 'ground cumin', 'lemon juice', 'salt and black pepper', 'cayenne pepper', 'salmon fillets', 'almonds', 'cilantro', 'cooked couscous']"
moroccan style spicy chicken   rice   25 minutes to make,"['coat chicken with the ras el hanout', 'fry the onion in butter until soft', 'add the chicken , then cook for a few mins more', 'stir in the rice and apricots , then add the stock cube with 700ml boiling water and the chickpeas', 'cover the pan and simmer for 15 mins or until the rice is tender and has absorbed most of the liquid', 'remove from heat , add parsley & mix', 'serve each portion with a sprinkle of pistachios']","this is a super quick, super tasty recipe! it will turn out best if you use the moroccan style ras el hanout as opposed to the algerian one - the moroccan version has warmer spice tones & the algerian has more earthy tones. you can add another dimension to this with a little bit of finely chopped preserved lemon.","['skinless chicken breasts', 'ras el hanout spice mix', 'onion', 'butter', 'long grain rice', 'dried apricots', 'chicken stock cube', 'chickpeas', 'flat leaf parsley', 'pistachio nut']"
moroccan style spicy pickled vegetables,"['make the marinade', 'pour the vinegar and water into a sauce pan', 'add all of the dried spices , herbs , julienned lemon zest and splenda', 'bring to a simmer and simmer on low for about 15 or 20 minutes', 'while the pickling blend is simmering bring another small pot of water to the boil', 'blanch the carrots , onions and green pepper separately , cooking the carrots about 2 minutes , the onion and green pepper about 1 minute', 'place all of the vegetables , including the tomatoes , garlic and olives into a large bowl or other vessel with a cover and gently stir to blend and evenly distribute them', 'pour the hot pickling liquid over the top', 'carefully stir so that all of the vegetables are submerged in the pickling liquid', 'cool to room temperature , about 1 hour and then cover and refrigerate', 'this needs to marinate overnight at the least but the longer it marinates the stronger and more flavorful it will become']",i love crunchy veggies & low cal options are always a plus.  this recipe from chefbarrae caught my eye as a must try.  i liked that it is diabetic friendly and think it would be picnic friendly.    this dish is easy to prepare and stores well in the refrigerator for at least a week.  i plan to try adding additional veggies such as celery and cauliflower too.,"['white vinegar', 'water', 'coriander seed', 'cumin seed', 'black peppercorns', 'fennel seed', 'brown mustard seeds', 'yellow mustard seeds', 'lemon zest', 'cinnamon sticks', 'bay leaves', 'dried thyme', 'crushed red pepper flakes', 'splenda sugar substitute', 'carrots', 'onion', 'green bell pepper', 'tomatoes', 'garlic cloves', 'stuffed green olive']"
moroccan style split pea soup,"['combine peas and water in a large pot , bring to a boil , reduce heat and simmer 30 minutes', 'add remaining ingredients and simmer 2-3 hours or until peas are soft and the soup thickens']",i found this recipe today at whole foods and thought it sounded intriguing. i made one change subbing 1 large onion for 2 leeks. i usually make pea soup with ham but this sounds delicious!,"['split peas', 'water', 'carrots', 'celery ribs', 'onion', 'garlic', 'ground cumin', 'ground coriander', 'paprika', 'dried oregano', 'bay leaves', 'salt & freshly ground black pepper']"
moroccan style turkey spaghetti   meatballs,"['meatballs', 'mix parsley , onion , spices , bread crumbs & egg with the ground turkey', 'make sure it is well mixed so that the spices are evenly distributed throughout the mixture', 'fork out 20 one inch balls', 'roll the balls into the flour until coated', 'pour enough oil to just cover the bottom of the frying pan , heat on medium heat', 'place the balls into the heated oil', 'turn frequently so they do not burn on the sides', 'cook until they are done all the way through', 'place off to the side', 'put spaghetti in a large pot of boiling water and cook as long as the packet suggests', 'mine takes 7-9 minutes', 'sauce', 'meanwhile , drain oil from the frying pan', 'add the onions , garlic and mushrooms and saute until they start to get soft which was about 5 minutes for me', 'add the tomatoes , peppers , cinnamon , cumin , turmeric and black pepper and lightly simmer for about 8 minutes stirring frequently', 'stir in the chickpeas and heat just long enough to cook through , about 3 minutes', 'stir in the fresh herbs and just mix through until they start to wilt', 'add in cooked spaghetti and stir to make sure all of the pasta is coated in the sauce', 'add in cooked meatballs and stir to make sure all of them are coated in the sauce']",we had this for our main meal last night. i rather heavily adapted it from a few others as i like meat & my wife and son like pasta & as we are trying to eat healthier i am trying to find new ways to use turkey meat instead of beef.,"['ground turkey', 'fresh parsley', 'fresh cilantro', 'red onion', 'paprika', 'cumin', 'turmeric', 'ground black pepper', 'egg', 'dry breadcrumbs', 'olive oil', 'flour', 'spaghetti', 'garlic cloves', 'mushroom', 'green pepper', 'yellow pepper', 'red pepper', 'chopped tomatoes', 'cinnamon', 'ground cumin', 'salt', 'black pepper', 'chickpeas']"
moroccan summer salad,"['in a large bowl combine oil and lemon juice', 'dice all fruit and veggies and add to bowl', 'salt and pepper to taste', 'serve at room temperature or refrigerate and serve chilled', 'best served within 24 hours']",for zaar world tour 2005,"['apples', 'green peppers', 'tomatoes', 'cucumbers', 'extra virgin olive oil', 'lemon juice', 'salt', 'pepper']"
moroccan sweet couscous,"['place couscous in a bowl and pour in the hot water , stirring as you do and set aside for 10 minutes', 'meanwhile , combine nuts , dried fruit , sugar and orange juice', 'set couscous in a sieve above a saucepan of boiling water and steam it for 10 minutes', 'rub in melted butter or margarine and then continue to steam for another 5 to 10 minutes', 'when ready to serve , mix nut and dried fruit mixture into the couscous and turn it out onto a serving dish', 'decorate with whole almonds and sprinkle with powdered sugar and cinnamon to serve']","from vegetarian quick and easy. this combination of nuts, dried fruits and fresh fruits is hard to resist. if the margarine option is used this recipe is vegan.","['couscous', 'hot water', 'butter', 'dates', 'almonds', 'mixed nuts', 'raisins', 'sugar', 'orange', 'powdered sugar', 'ground cinnamon']"
moroccan sweet potato and chickpea soup,"['heat oil in a large saucepan over medium heat , add onion and garlic and cook for 3 minutes', 'stir in spices and cook for a further 2 minutes', 'add sweet potato and carrot and sweat well for 10 minutes', 'add stock and cover , bring to the boil and simmer for 20 minutes', 'add chick peas and simmer for further 10 mins until chick peas are tender', 'blend until smooth , season well with salt and fresh black pepper and add lemon juice to taste']","an easy, velvety soup with complex delicious spice tastes, would make a wonderful start to a dinner party or a great lunch. got this off the web ages ago and can't remember the name of the site. may need more lemon juice if the potatoes and carrots are really sweet so taste at the end, and i used more spices as i like a deeper flavour.","['olive oil', 'onion', 'garlic cloves', 'ground coriander', 'ground cumin', 'chili powder', 'sweet potatoes', 'carrots', 'chicken stock', 'chickpeas', 'lemon, juice of']"
moroccan sweet potato stew,"['place the onions and garlic into a large pot with 1 / 4 cup water', 'cook , covered , over low heat until tender , about 10 to 12 minutes , adding more water as necessary to prevent scorching', 'stir in the turmeric , cinnamon , curry , cumin , nutmeg , red pepper flakes , salt and pepper', 'cook for 3 minutes', 'stir in the sweet potatoes , bell pepper , eggplant and broth', 'raise the heat to medium and bring to a boil', 'reduce heat to low and simmer , covered , for 5 minutes', 'add garbanzo beans and tomatoes , and simmer , covered , until sweet potatoes are tender , about 45 to 60 minutes , stirring occasionally', 'garnish with fresh cilantro before serving']",this is a great vegetarian side dish.,"['onion', 'garlic cloves', 'turmeric', 'cinnamon', 'curry powder', 'ground cumin', 'ground nutmeg', 'crushed red pepper flakes', 'salt', 'fresh ground black pepper', 'sweet potatoes', 'red bell pepper', 'eggplant', 'vegetable broth', 'chickpeas', 'diced tomatoes', 'fresh cilantro leaves']"
moroccan sweet potato with couscous,"['chop sweet potato , put in a pot with barely enough water to cover', 'add salt , bring to a boil , then reduce heat and simmer for 10-12 minutes until tender', 'cook couscous by placing in a bowl with equal amount of boiling water and covering immediately', 'leave to cook while potato is simmering', 'prepare ginger and lemon', 'add everything except lemon zest and couscous to water and sweet potato and keep on cooking about 2 minutes', 'stir in lemon zest', 'fluff couscous , divide between two pasta plates and top with sweet potato', 'be generous with the sauce as it will soak into the couscous and add delicious flavour']","spicy, flavourful, healthy, vegetarian, and a very easy one dish meal!  bright colours and three different textures in one dish. this is (very) slightly adapted from the recipe of the same name at cookthink.com.","['sweet potato', 'salt', 'fresh ginger', 'ground cinnamon', 'lemon', 'honey', 'chile', 'raisins', 'olive oil', 'lemon zest', 'couscous', 'boiling water']"
moroccan tagine,"['heat oil in a saucepan over medium heat', 'add the onion and garlic , stirring for a few minutes until onion is translucent', 'add chicken and lightly colour , stirring', 'remove from pan', 'add carrots , capsicum , and spices', 'stir dry to toast', 'once a nice aroma comes from the pan , add 1 / 2 cup of water', 'cook stirring occasionally for 5 minutes', 'add remaining ingredients', 'cover and simmer over a medium heat for 30 minutes until veggies are tender', 'stir frequently during cooking , to prevent catching on the bottom', 'you may need to add additional water', 'serve with couscous', 'nb: you only need to salt your eggplant if there are lots of black seeds when you cut it open', 'make sure you rinse the excess salt off and dry well in that case']","this is a real comfort dish, don't be put off by the sweet and savoury combination, it works really well. if you have a tagine, you could use it for the recipe, i however do not. serve over couscous.","['vegetable oil', 'onions', 'garlic cloves', 'boneless skinless chicken breasts', 'carrot', 'red capsicums', 'ground cumin', 'ground allspice', 'ground ginger', 'turmeric', 'cinnamon', 'salt', 'cayenne', 'water', 'eggplant', 'raisins', 'chickpeas', 'dried apricot']"
moroccan tagine of chicken with apricots,"['in a shallow non-metallic dish , mix the chicken with the crushed garlic , orange juice , 1 / 4 cup olive oil , cilantro , mint , cumin and nutmeg', 'cover , and let marinate overnight', 'in a large dutch oven , heat 2 tbs oil over med / high heat', 'halve the onion lengthwise and thinly slice it crosswise', 'add the onion and the minced garlic to the pot , and stir until softened and cooked , but not browned', 'remove from pot and set aside', 'add 1 more tablespoon of the oil and add the chicken , reserving the marinade', 'brown the chicken in the pot and then add the onions , prunes , apricots and their soaking liquid , marinade , chicken stock and salt', 'bring to a boil , then immediately lower to a simmer and cover with a lid', 'simmer for 2-2 1 / 2hours', 'towards the end , remove the lid from the pot to allow the liquid to evaporate a little', 'serve warm and sprinkled with sesame seeds , if desired']","this is one of my favorite moroccan dishes. many people stay away from making moroccan tagine dishes because they think you need a tagine pot to cook it in. this isn't so-- a dutch oven (such as a le creuset) works magnificently. the word tagine actually means ""stew"", so these tagine recipes are a reflection of the cooking method, not the pot. i cooked mine in my le creuset pot, and then served it in my tagine pot. if you've never dabbled in moroccan cooking before, you must taste this delightfully sweet and savory tagine! enjoy!","['boneless skinless chicken thighs', 'garlic cloves', 'orange juice', 'extra virgin olive oil', 'fresh cilantro', 'of fresh mint', 'ground cumin', 'ground nutmeg', 'yellow onion', 'garlic clove', 'dried apricot', 'prune', 'chicken stock', 'kosher salt']"
moroccan tagine with chicken and dates,"['for sugared walnuts: melt 1 t butter in a small saucepan and cook the walnuts over low heat until they are a shade darker and fragrant', 'set aside to cool', 'when cool , remove from the pan into a bowl and toss with the 1 t sugar', 'set aside', 'in the tagine cooking vessel , heat 1 t olive oil over medium-high heat until hot', 'salt and pepper the chicken thighs on both sides and sear until just golden brown , but not cooked through', 'set them aside', 'the thighs will have rendered some fat', 'remove enough fat to leave only 1 t fat in the pan', 'lower the heat to medium and saute the onion until translucent , about 5 minutes', 'stir in the garlic , cumin , coriander , cayenne , cinnamon , and ginger and continue to saute until the garlic is softened and the spices are toasted , about 2 minutes', 'add the cider , chicken broth , and honey and bring to a boil', 'boil the liquid for about 5 minutes , until liquid has reduced slightly', 'meanwhile , preheat the oven to 375 degrees', 'to the broth mixture , add the sweet potato , half of the chickpeas and half of the dates', 'nestle the chicken thighs in the pan and toss the remaining dates and chickpeas over the top', 'cover the vessel and place it in the 375-degree oven for 50 minutes to 1 hour , until the sweet potato and chicken thighs are cooked though', 'when cooked , remove from the oven and taste for seasoning', 'add more salt , pepper , or honey as desired', 'serve over cous-cous with sugared walnuts and yogurt on the side']","a tagine is both an cooking vessel and the dish it's prepared in, originating in africa. the conical shape of a tagine helps to baste the dish as it cooks. if you happen to have a tagine, that's great, but the dish works just as well in a medium or large covered pan. there are many variations on the dish, but in my family we like to use chicken thighs (with skin and on the bone, since they do well with the long cooking time). we've also done it with carrot in place of the sweet potatoes, and you can vary the fruit. sometimes we do golden raisins and dried apricot in place of the dates. the chile-ginger-cinnamon broth is sweet, spicy, and delicious. the sugared walnuts and yogurt are for serving. serve over cous-cous.","['walnut halves', 'butter', 'sugar', 'plain yogurt', 'chicken thighs', 'olive oil', 'salt and pepper', 'onion', 'garlic cloves', 'cumin', 'ground coriander', 'cayenne pepper', 'cinnamon', 'ground ginger', 'chicken stock', 'honey', 'apple cider', 'sweet potato', 'chickpeas', 'dates']"
moroccan tajine   for the crock pot,"['thaw lamb if using', 'trim excess fat from lamb or beef , then cut into large bite-size pieces', 'if using chicken thighs , leave whole', 'mince garlic and thinly slice onions', 'in a crock pot or other slow cooker , stir garlic with onions , cumin , paprika , ginger , cinnamon , allspice , salt , chili flakes , carrots , squash , broth and olives , if using', 'add meat', 'cover and cook on high heat for 5 hours or on low for 9 to 10 hours', 'stir in chickpeas , if using , during last 15 minutes of cooking', 'serve over couscous or with crusty bread', 'covered and refrigerated , tajine will keep for at least 2 days and can be frozen in an airtight container or resealable freezer bags', '~ lively additions ~', 'stir in 1 cup frozen peas during last 15 minutes of cooking', 'stir in sliced green onions , chopped coriander , parsley , basil or chives', 'add a little freshly squeezed lime or lemon juice for zip', 'for a snazzy touch , pour 1 / 4 cup heated dry sherry over 1 / 2 cup golden raisins', 'let stand for at least 15 minutes or overnight', 'stir into finished tajine']","in morocco, tajines, or stews, are made in shallow earthenware cooking pots called tajines. in this version, you use a crock-pot to produce a mellow yet intensely flavoured meat-and-vegetable mixture with a tender texture and enticing aroma. so, let it simmer away while you’re at work or play. see below for fun additions. from chatelaine magazine. enjoy!","['stewing lamb', 'garlic cloves', 'onions', 'ground cumin', 'paprika', 'ground ginger', 'cinnamon', 'allspice', 'salt', 'red chili pepper flakes', 'carrots', 'squash', 'chicken broth', 'green olives', 'chickpeas']"
moroccan tea,"['cover stuff with boiling water', 'let sit 5 minutes']",for zaar world tour.,"['green tea', 'sugar', 'mint leaves', 'dried orange blossoms', 'boiling water']"
moroccan tomato and capsicum salad,"['quarter the capsicums , and remove the saeeds and membranes', 'roast under a grill or in a very hot oven until the skin blackens and blisters', 'place in a paper or plastic bag for about 10 minutes', 'peel', 'chop the capsicum coarsely', 'drop the tomatoes into boiling water , count to ten , then drain and refresh in cold water', 'peel and seed , then chop coarsely', 'combine the capsicum and tomatoes in a bowl , add the combined remaining ingredients and mix well']",a salad that i like to serve with moroccan style dishes. it also goes well at a bbq. prep time doesn't include standing time for the roasted capsicum.,"['red capsicums', 'green capsicum', 'egg tomatoes', 'lemon juice', 'ground cumin', 'extra virgin olive oil', 'parsley', 'salt']"
moroccan tomato chicken with couscous,"['toss chicken in spice mix', 'heat oil in a large frying pan over moderate heat and add chicken and cook , turning for 3 minutes or until browned all over', 'remove from pan and add onion to pan and cook and stir for 3 minutes or until soft and then add tomato and 1 cup boiling water and mix well', 'add chicken and bring to a simmer , cover , cook stirring occasionally for 15 minutes', 'add zucchini and cook for 5 minutes or until chicken is cooked', 'meanwhile place couscous and stock powder in a medium heatproof bowl and stir in 1 cup boiling water , cover with plastic food wrap , set aside for 5 minutes or until liquid is absorbed and then using a fork , fluff and separate grains', 'combine parsley and zest in a small bowl and then add half the parsley mix to the couscous and toss to combine', 'spoon chicken and sauce over couscous and serve sprinkled with remaining parsley mix']",a healthy budget recipe with full of flavour from recipe+  http://www.food.com/recipe-finder/all/moroccan-spice-mix link to recipes for moroccan spice mix on food.com.,"['chicken legs', 'mixed spice', 'vegetable oil', 'brown onion', 'tomatoes', 'zucchini', 'couscous', 'chicken stock powder', 'parsley', 'lemon zest']"
moroccan tomato lentil stew  soup,"['heat oil in a large saucepan over medium heat', 'add leek , garlic , spices and tomato paste', 'cook gently , stirring , for 5 minutes', 'add remaining ingredients and simmer until the potatoes are cooked']","i always get great feedback from friends with this soup - tis my signature dish!!! the spice amounts are for a mildish soup. add more if you like it spicy. to save time, use 2 cups of tomato pasta sauce with the soup stock as the base (instead of the leek, tomatoes etc)","['oil', 'leek', 'garlic cloves', 'cumin', 'coriander', 'smoked paprika', 'chili flakes', 'tomato paste', 'chopped tomatoes', 'lentils', 'potatoes', 'chicken stock', 'bay leaves', 'salt', 'sugar', 'pepper']"
